GeneID	Symbol	Aliases
386593	CHKB-CPT1B	CHKL-CPT1B, CPT1-M, CPT1B, CPTI-M
353131	LCE1A	LEP1
222826	FAM217A	C6orf146
219959	OR1S1	OR11-232, OST034
219479	OR5R1	OR11-185P, OR5R1
219473	OR8K3	OR11-181
119695	OR52R1	OR11-22
113444	SMIM12	C1orf212
85449	KIAA1755	
84217	ZMYND12	
6163	RPL32P1	RPL32-L, RPL32P, RPL32_6_681
100996939	PYURF	PREY
729338	CETN4P	
5380	PMS2P2	PMS2L2, PMS4
100507347	VIM-AS1	
100132247	NPIPB5	
100131551	LINC00887	HEIRCC
100128881	VPS9D1-AS1	MYU
647174	SERPINE3	
401137	PRR27	C4orf40
390221	FOLR1P1	FOLR1P, KB-1
339766	MROH2A	HEATR7B1
339524	LINC01140	
285456	RPL34-AS1	
280660	SSX9P	SSX9
255349	TMEM211	bA9F11.1
170627	XAGE5	CT12.5, GAGED5, XAGE-5
163050	ZNF564	
120065	OR5P2	JCG3, JCG4
93109	TMEM44	
84826	SFT2D3	
56986	DTWD1	MDS009
28884	IGKV2D-26	A5, IGKV2D26
28637	TRBD1	TCRBD1
111258501	LOC111258501	HHc2:066543
110599568	LOC110599568	
2578	GAGE6	CT4.6
400958	LINC02245	
338436	BLACE	
284756	C20orf197	
100507341	SMIM18	
727830	SPATA31A3	FAM75A3
677765	SCARNA18	SCARNA18A, U109
644019	CBWD6	CBWD7
391196	OR2M7	OR1-58
352962	HLA-V	HLA-75, dJ377H14.4
317662	FAM149B1	KIAA0974
285550	FAM200B	C4orf53
221749	PXDC1	C6orf145
148418	SAMD13	HSD-41, HSD-42
143379	C10orf82	
81318	OR4A5	OR11-111
28767	IGLVI-42	IGLV(I)-42, IGLVI42, V1-15P
26032	SUSD5	
109461473	LOC109461473	
109648318	LOC109648318	
101060200	ZNF891	
5382	PMS2P4	PMS2L4, PMS6
100422951	MIR3144	mir-3144
100422845	MIR1233-2	
441234	ZNF716	
414149	ACBD7	bA455B2.2
390038	OR51D1	OR11-14Q, OR51D1
389690	MROH5	
388567	ZNF749	
339768	ESPNL	
146310	RNF151	
143502	OR52I2	OR11-12, OR52I1
140873	C20orf173	dJ477O4.4
124411	ZNF720	
120237	DBX1	
120066	OR5P3	JCG1
28919	IGKV2-30	A17, IGKV230
7495	XBP1P1	XBP, XBP1, XBPP1
3519	IGKV@	IGKV, IGKV1, IGKV1@, IGKV2, IGKV2@, IGKV3, IGKV3@
54580	UGT1A2P	UGT1BP
100422933	MIR378B	
728498	GOLGA8H	GOLGA6L11
389118	CDHR4	CDH29, PRO34300
221336	BEND6	C6orf65
220992	ZNF485	
203477	HMGA1P1	HMGA1L1, HMGIYL1
199704	ZNF585A	
171559	HMGA1P2	HMGA1L2, HMGIYL2
163051	ZNF709	
124923	SGK494	
113402	SFT2D1	C6orf83, pRGR1
94026	POM121L2	POM121-L, POM121L
83896	KRTAP3-1	KAP3.1, KRTAP3.1
1348	COX7A2P2	COX7A3, COX7AL, COX7AL2, COX7AP2
390260	OR6X1	OR11-270
375791	CYSRT1	C9orf169
284485	RIIAD1	C1orf230, NCRNA00166
284383	OR2Z1	OR19-4, OR2Z2
106020710	LOC106020710	
106020709	LOC106020709	
10108	MKRN3-AS1	FNZ127, MKRN3-AS, MKRN3AS, NCRNA00009, ZNF127-AS, ZNF127AS
1866	DYT7	
100628315	DNM3OS	DNM3-AS1, MIR199A2HG
100302182	MIR1279	MIRN1279, hsa-mir-1279
730013	ABCC6P2	
677776	SCARNA8	U92
643707	GOLGA6L4	
400866	LINC00114	C21orf24, NCRNA00114
344787	ZNF860	
344022	NOTO	
342357	ZKSCAN2	ZNF694, ZSCAN31, ZSCAN34
341568	OR8S1	
337873	HIST2H2BC	H2B/t, HIST2H2BD
254956	MORN5	C9orf113, C9orf18
85280	KRTAP9-4	KAP9.4, KRTAP9.4
81328	OR4A15	OR11-118
51161	C3orf18	G20
26246	OR2L2	HSHTPCRH07, HTPCRH07, OR1-48, OR2L12, OR2L4P
101929664	HORMAD2-AS1	MTMR3-AS1
101926947	LINC01617	C8orf23, NCRNA00249, XLOC_006844
100996712	SRGAP2D	
100506084	ARL17B	ARL17, ARL17A
100505573	INAFM2	LINC00984, OGU1
677808	SNORA23	ACA23
653140	FAM228A	C2orf84
645369	TMEM200C	TTMA
285512	FAM13A-AS1	FAM13A1OS, FAM13AOS, NCRNA00039
283189	OR9G4	OR11-216
283111	OR51V1	OR11-36, OR51A12
280661	EIF1AXP1	EIF1AP1
221481	ARMC12	C6orf81
196394	AMN1	
136263	SSMEM1	C7orf45
121364	OR10A7	OR12-6
84616	KRTAP4-4	KAP4.13, KAP4.4, KRTAP4-13, KRTAP4.13, KRTAP4.4
79788	ZNF665	ZFP160L
57577	CCDC191	KIAA1407
55316	RSAD1	
10838	ZNF275	
100996415	FAM230D	LINC02592
26581	DUX5	DUX1
100287399	POTEB2	POTE-15, POTEB
285375	LINC00620	
256302	NATD1	C17orf103, Gtlf3b
255403	ZNF718	
200172	SLFNL1	
138883	OR1N1	OR1-26, OR1N3, OR9-22
65990	FAM173A	C16orf24
28467	IGHV1-24	IGHV124, VH
26696	OR2T1	OR1-25
26539	OR10H1	
10737	RFPL3S	NCRNA00005, RFPL3-AS, RFPL3-AS1, RFPL3ANT, RFPL3AS
7418	VDAC1P4	VDAC4, VDAC4P
7239	TRV-AAC1-4	TRNAV1, TRV, TRV1
100129354	NRADDP	
102724652	CRYAA2	CRYAA
10167	CFM1	
100316904	SAP25	
643037	C11orf97	LINC01171
440556	LINC00982	
414919	C8orf82	
392309	OR13J1	OR9-2
390265	OR10G7	OR11-283
347168	OR1J1	OR9-18, hg32
337959	KRTAP13-2	KAP13-2
286207	CFAP157	C9orf117
285311	C3orf56	
284355	TPRX1	TPRX
255104	TMCO4	
254158	CXorf58	
245915	DEFB112	DEFB-12
150590	C2orf15	
79962	DNAJC22	wus
79544	OR4K1	OR14-19
28938	IGKV1-16	IGKV116, L1
26338	OR5L2	HSHTPCRX16, HTPCRX16, OR11-153
100101440	PMS2P7	PMS2L15, PMS2LP2, PMSR7
374920	ZSWIM9	C19orf68
729201	SPACA5B	LYZL5B
653598	PPIAL4C	COAS-2
643664	SLC35G6	AMAC1L3, TMEM21B
554235	ASPDH	
442361	OR2A2	OR2A17PP, OR7-11, OST008, OR2A2
442191	OR14J1	OR5U1, OR6-25, bA150A6.4, hs6M1-28
400120	SERTM1	C13orf36
387694	SH2D4B	
386678	KRTAP10-11	KAP10.11, KAP10.9, KAP18-9, KAP18.11, KRTAP10-9, KRTAP10.9, KRTAP18-11, KRTAP18-9, KRTAP18.11, KRTAP18.9
284203	RNASEH1P1	RNASEH1, RNASEH1P, RNH1
222183	SRRM3	
164395	TTLL9	C20orf125
143501	C11orf40	NOV1
140700	SAMD10	C20orf136, dJ591C20, dJ591C20.7
135946	OR6B1	OR7-3, OR7-9
54682	MANSC1	9130403P13Rik, LOH12CR3
1061	CENPCP1	CENPC, CENPC1P1, CENPC2
108863624	LOC108863624	
101927152	SAMMSON	LINC01212
728116	ZBTB8B	ZNF916B
494118	SPANXN1	CT11.6
285429	DCAF4L1	WDR21B
284307	ZIK1	ZNF762
140731	ANKRD60	C20orf86, bA196N14.3
139170	DCAF12L1	KIAA1892L, WDR40B
116938	SNORD83B	RNU83B, U83B
116937	SNORD83A	RNU83A, U83A
116236	ABHD15	
51252	FAM178B	
26779	SNORA69	RNU69, U69, U69A
63870	PSORS5	
7834	PCAP	HPC2, HPC8
170067	SUPT20HL2	FAM48B1, FAM48B2
440243	GOLGA6L22	
414318	C9orf106	
339044	PKD1P1	HG1, NPIP
168741	PER4	
392490	FLJ44635	
28566	TRBV21-1	TCRBV10S1P, TCRBV21S1, TRBV211
26802	SNORD47	RNU47, U47
228	ALDOAP2	
643365	LINC00452	LINC00453
5088	PBX2P1	PBX2, PBXP1
102723356	ZFPM2-AS1	SCAT3
504190	OR8U9	
196913	LINC01599	C14orf183
145165	ST13P4	FAM10A4, FAM10A4P
3323	HSP90AA4P	HSP90Ad, HSPCAL2
728855	LINC00623	CH17-118O6.2
401320	GARS-DT	
283403	C12orf80	
692200	SNORD103C	HBII-251, SNORD85
283080	C10orf126	bA492M23.1
84791	LINC00467	C1orf97
100133220	GOLGA6L3	
729480	RPL23AP5	RPL23AL, RPL23A_35_1465, RPL2B, c367G8.3, rjd10
91353	IGLL3P	16.1, IGLL3
400165	ATP11AUN	C13orf35, SMABLO1
389676	C8orf87	
90768	TENM3-AS1	
100529097	RPL36A-HNRNPH2	
100129405	MSTO2P	MSTO2
401535	C9orf170	
284802	FRG1BP	C20orf80, FRG1B, bA348I14.2
1550	CYP2A7P1	CYP2A18PC, CYP2A18PN, CYP2A7P2, CYP2A7PT
100422938	MIR3142	
286480	UBE2E4P	UbcM2
25812	POM121L1P	POM121L1
100505767	SPDYE18	
343505	NBPF7	
157927	C9orf62	
100132403	FAM157B	
653268	AGAP7P	AGAP-7, AGAP7, CTGLF4, bA109G10.1
401335	C7orf65	
100129973	CERNA1	
283171	C11orf44	
100132911	DPH3P1	C20orf143, DPH3B, ZCSL1
644717	SAGE2P	
28421	IGHV3-52	3-52P, IGHV352
664618	HSP90AB4P	HSP90Bd
100009667	POU5F1P5	Oct4-pg5
100507431	LINC02551	
376844	SDC4P	
100861550	PLUT	HI-LNC71, PDX1-AS1O, PLUT
441295	OR2A9P	FKSG35, HSDJ0798C17, OR2A19, OR2A22P, OR2A9
100507527	THEG5	
100302746	NCRUPAR	NCRNA00193, ncR-uPAR
646915	ZNF806	
644809	C15orf56	
337875	HIST2H2BA	
1744	DLSTP1	DLSTP
162083	C16orf82	TNT
81698	LINC00597	C15orf5
28695	TRAJ60	TCRA
100526694	MSANTD3-TMEFF1	C9orf2, C9orf3-TMEFF1, C9orf30-TMEFF1, H7365, TMEFF1, TR-1
79946	C10orf95	
54067	C21orf62-AS1	C21orf49
5769	PTP4A2P2	PTP4AP2
100130932	SNRPGP15	
441490	FTH1P18	FTHL18
100505887	LINC01672	NMR
645455	CEP170P1	CEP170L, FAM68B, KIAA0470L
101928223	LINC01612	
100128496	C20orf78	
100134040	LOC100134040	
100130967	C6orf99	
100302650	BRE-AS1	
119369	NUDT9P1	C10orf98, bA56M3.1
100507420	LINC01605	LincDUSP
645961	SPATA31C2	FAM75C2
389932	AKR1C6P	TAKR
101060171	ARMC4P1	
100689074	POU6F2-AS2	
146723	C17orf77	
116933	CLRN1-AS1	CLRN1OS, UCRP
100129094	BTNL10	BTN4, BUTR1
729458	MBD3L2B	
6981	TRGV7	TCRGV7, V1S7P
727833	IMPDH1P11	IMPDH1, IMPDHL1
401260	LINC00951	
347745	PWAR4	PAR-4, PAR4
338667	VSIG10L2	
196415	C12orf77	
442454	UQCRBP1	
391518	VENTXP7	HPX42, VENTX1
27002	PAFAH1B1P2	LIS2P, PAFAH1P2
26843	SNORD3P3	RNU3P3, U3, U3.5, u3.7
440993	MIR570HG	LINC00969
158228	FAM201A	C9orf122
22973	LAMB2P1	LAMB2L
29797	POM121L8P	DKFZp434K191
401509	ZNF658B	
1197	CLK2P1	CLK2P
401375	GTF2IRD2P1	GTF2IRD2P
245912	DEFB109A	DEFB-9, DEFB109, DEFB109P1
101929371	PARAL1	
101928353	EVADR	
101054525	PGR-AS1	AT1, AT2, AT3
100996746	SPDYE11	
100996266	LINC01510	
100506650	C17orf112	
100289019	SLC25A25-AS1	
100129800	ZNF807	ZNF181P1P, ZNF807
729648	ZNF812P	ZNF812
729220	FLJ45513	
644794	LINC02604	lncHERG
643432	TSG1	
388759	C1orf229	
220158	GTSCR1	
152118	C3orf79	
26855	RNU2-2P	RNU2-2, RNU2B, U2
494514	TYMSOS	C18orf56
3453	IFNA22P	IFNAP22
644861	NBPF13P	
375513	GUSBP4	C6orf216, GUSBL2, SMA3-L, SMAC3L
388524	RPSAP58	RPSA_30_1642
286102	TMED10P1	S31I125, S31III125, TMED10, TMED10P, TMP21, Tmp-21-I, Tmp21-II, p23, p24delta, p24delta1
440926	H3F3AP4	p13
55370	PPP4R1L	C20orf192, PPP4R1P1, PRO1085
54441	STAG3L1	STAG3L1P, STAG3L2, STAG3L3
440423	SUZ12P1	SUZ12P
246182	AKR7A2P1	AFARP1
100130302	SUPT20HL1	FAM48B1, SPT20L
100129387	GABPB1-AS1	
5383	PMS2P5	PMS2L5, PMS7
100506409	ELOVL2-AS1	
664709	HNRNPA1P10	HNRPA1L-2
134466	ZNF300P1	
728937	RPS26P25	RPS26_10_512
692198	SNORD78	U78
692197	SNORD77	SNORD77A, U77
26769	SNORD81	RNU104, U81, Z23
147172	LRRC37BP1	LRRC37B2
606500	SNORD68	HBII-202
100652781	SNX29P1	RUNDC2B, RUNDC2L
100533990	APOC4-APOC2	APOC4, Apo-CIV, ApoC-IV
100049076	GUSBP9	
644165	BCRP3	BCR3, BCRL3, BCRL6
359806	PCNAP1	p1PCNA
149992	ANKRD30BP2	C21orf99, CT85, CTSP-1, CTSP1
730211	HSP90AA5P	HSP90Ae
283110	OR52Z1	OR52Z1P
100337616	CSN1S2BP	CSN1S2B
650669	GAS6-AS1	
317702	VN1R3	FKSG46, V1RL3, V1RL3p
100379251	NPPA-AS1	NPPA-AS, NPPAAS
7302	TYRO3P	
100133669	LY6E-DT	
100132596	XGY2	XG, XGPY, XGPY2
100506757	LINC00629	LINC00629AB, LINC00629C, LINC00629D, LINC00629
442582	STAG3L2	STAG3L1P, STAG3L3, STAG3L2
283955	PKD1P2	HG2
100131825	CADM3-AS1	
285622	NBPF22P	
439949	PRKCQ-AS1	
648740	ACTG1P4	ACTGP4
441400	RAB1C	
100996259	FAM106B	
147228	KRT17P1	
2855	GPR32P1	GPR32P, hGPCR39
101928483	NALT1	LINC01573, MIR4674HG, NALT, TCONS_l2_00029132
644068	RPS14P3	RPS14_1_16
79470	OR51J1	HOR5'Beta8P, OR51J2, OR51J1
100288152	SLC9A3-AS1	UC011CLY.2
100129781	MIR193BHG	
100505702	LINC01094	
100133315	LOC100133315	
724067	DEFA7P	DEFA7
645206	LINC00693	
255649	OOSP1	
83869	TTTY14	CYorf14, NCRNA00137, NCRNA00185, PRO2834, TTY14
83869	TTTY14	CYorf14, NCRNA00137, NCRNA00185, PRO2834, TTY14
6458	SH3GL1P1	CNSA-P1, SH3GLP1
100529262	MIA-RAB4B	RAB4B
100506674	MRPS30-DT	BRCAT54
101928611	LINC01413	
100133308	RSU1P2	
115110	TNFRSF14-AS1	
28618	TRBV3-2	TCRBV3S2, TCRBV9S2A2PT, TRBV32
28564	TRBV23-1	TCRBV19S1P, TCRBV23S1, TRBV231
100873065	PTCHD1-AS	DDX53-AS1, PTCHD1AS1, PTCHD1AS2
100113402	SNORD111B	MIR3647
728556	MEMO1P1	C21orf19, C2orf4P, MEMO1P, Memo1, rcC2orf4
650794	MIPEPP3	
7152	TOP1P2	
100379249	BOK-AS1	BOK-AS, BOKAS, NAToB, NCRNA00151
26062	HYAL6P	HYAL6, HYALP1
100533955	SENP3-EIF4A1	
692195	SNORD75	U75
619498	SNORD74	SNORD74A, U74, Z18
401634	GOLGA2P3Y	GOLGA2LY2, GOLGA2P3
92070	CTBP1-DT	C4orf42, CTBP1-AS1, CTBP1-AS2
26774	SNORD80	RNU100, U80, Z15
26770	SNORD79	RNU103, U79, Z22
100505666	DCST1-AS1	
728392	LOC728392	
339005	WHAMMP3	WHAMML1, WHDC1L1
101928638	PRR31	C9orf141
440354	SMG1P2	
440061	TRIM64EP	
388507	ZNF788P	ZNF788
303	ANXA2P1	ANX2L1, ANX2P1, LPC2A
100505869	CFAP58-DT	CCDC147-AS1, CFAP58-AS1, lncITPRIP-1
442578	STAG3L3	STAG3L1, STAG3L2P, STAG3L3
400892	BCRP2	BCR-2, BCR2, BCRL2
84054	PCDHB19P	PCDH-PSI5, PCDHB19
339942	H1FX-AS1	C3orf47
100170217	SNAR-B2	
440253	WHAMMP2	WHAMML2, WHDC1L2
653687	FAM226B	CXorf50B, LINC00246B, NCRNA00246B
642311	BMS1P15	
399833	SPRNP1	
123787	PRSS29P	ISP2
339241	KRT17P2	
730152	GSTA7P	GSTAP2, GSTAP6
441432	AQP7P3	AQPap-3
283875	LINC00514	LA16c-380H5.1
642826	BMS1P2	BMS1LP2, BMS1LP6, BMS1P6, bA144G6.1
399972	GSEC	DCPS-AS1, ST3GAL4-AS1
285352	KIF9-AS1	
93556	EGFEM1P	C3orf50, NCRNA00259
23766	GABARAPL3	ATG8D
101927211	ZNF451-AS1	
729423	HNRNPA1P6	HNRNPA1L, HNRNPA1L1, HNRPA1L
727856	DDX11L16	
727856	DDX11L16	
220115	TPTE2P3	TPTEps1
160824	SP3P	
6791	AURKAP1	AURKAPS1, AurAps1, STK6P
4213	MEIS3P1	MEIS3, MEIS4, MRG2
1518	CTSLP8	CTSL1P8
100287765	LINC00630	
100287227	TIPARP-AS1	
26860	RNU1-13P	RNU1-71, RNU1P6, RNVU1-2, U1.1, U1P1, vU1.2
606553	C8orf49	G4DM
28600	TRBV6-7	TCRBV13S8P, TCRBV6S7, TRBV67
10820	OR7E13P	OR11-4, OR7E44P, OST022, PJCG2
643253	CCT6P1	CCT6-5P, CCT6AP1
55545	MSX2P1	HPX5, HSHPX5, MSX2P
3138	HLA-K	HLA-70, HLA70, HLAK
219445	OR7E5P	OR11-12, OR11-156, OR7F5P
6459	SH3GL1P2	CNSA-P2, SH3GLP2
100506047	LINC02580	
100505933	ADD3-AS1	
645166	LSP1P5	
386627	SAP30L-AS1	GALNT10-AS1
348738	C2orf48	
387254	SLC7A5P2	IMAA, MMAA
349114	LINC00265	NCRNA00265
170393	C10orf91	
100528016	TMX2-CTNND1	CAS, CTNND1, p120(cas), p120(ctn)
6077	SNORD13P2	RNU13P2, U13, U13.12A
305	ANXA2P3	ANX2L3, ANX2P3, LIP2, LPC2C
619190	FDPSP2	FDPSL2, FDPSL2A, FPSL2
254100	SSSCA1-AS1	
100874375	FAM155A-IT1	
100652857	TMCO5B	
729453	PMS2P6	PMS2L14, PMS2L2, PMS2P2, PMS4
653635	WASH7P	FAM39F, WASH5P
646370	IGHV1OR15-3	IGHV1OR153
101929194	LNCPRESS2	
100750325	RCAN3AS	
100312850	VN1R108P	
100170222	SNAR-I	snaR-3
100128621	CYB5AP2	CYB5P2
728931	AMD1P3	
653606	PRAMEF22	PRAMEF3L
646201	BASP1P1	
440359	YBX3P1	CSDAP1
374650	GOLGA6L5P	GOLGA6L5, GOLGA6L8
338004	LINC00226	C14orf97, NCRNA00226
79469	DLEU2L	BCMSUNL
28681	TRAV8-5	TCRAV8S5, TRAV85
11209	MST1P2	MSPL-1, MSPL-2, MSPL-3, MSPL1, MSPL2, MSPL3, MSTP1, MSTP2, MSTP3
11049	NUS1P3	C6orf68, NGBR, NUS1, YDD19
7151	TOP1P1	
100289574	HERC2P4	D16F37S5
100124516	SNORD58C	U58
653162	RPSAP9	LAMR1P9, RPSA_20_986
100128124	HGC6.3	
100996609	LINC01436	
100190939	TPT1-AS1	
100188947	HECTD2-AS1	
441733	PRKXP1	
220979	C10orf25	
28407	IGHV3-75	3-75P, IGHV375, VH3
7608	ZNF56	ZNF742
7120	TMSB4XP6	TMSB4L, TMSL6
7116	TMSB4XP2	TMSL2
101929947	ITGA6-AS1	
100505530	LINC02520	
402483	LINC01000	
84771	DDX11L2	
730092	RRN3P1	
400206	DPPA3P2	DPPA3, STELLAR
283761	LINC00928	
55855	FAM45BP	FAM45B, HT011
28847	IGKV2OR22-4	IGKV2OR224, IGKVP6
100874392	ANKRD20A12P	
100508120	GMDS-DT	GMDS-AS1
100144596	LINC00029	C20orf51, NCRNA00029
100134869	UBE2Q2P2	UBE2Q2P3, UBE2QP2
400508	CRYM-AS1	NCRNA00169
390858	OACYLP	ACYL3P
360227	OTUD4P1	HIN1L
150244	ZDHHC8P1	ZDHHC8P
124149	ANKRD26P1	
96597	TBC1D27P	TBC1D27
440482	ANKRD20A5P	ANKRD20A5
92973	LINC00950	FP588
101927066	LOC101927066	
728882	FAM182B	
441932	OR2W5	OR2W5P, OST722
64593	RBMY3AP	RBMY3P, RBMY4P, SPATA14
729224	KIAA2012-AS1	
504189	OR8U8	
101060091	ACTR3-AS1	
100529067	SERF2-C15ORF63	C15orf63, HYPK
100131564	CCDC18-AS1	
728377	ARHGEF34P	
654466	FGF7P3	KGFLP2
677836	SNORA58	ACA58B, SNORA58
114043	TSPEAR-AS2	C21orf90
80215	RUNX1-IT1	C21orf96
283491	OR7E156P	
100216479	FAR2P2	
375719	AQP7P1	bA251O17.3
280655	IGBP1P1	C14orf19
154092	LINC01010	
80868	HCG4B	HCG4P6, HCGIV-06, HCGIV-6, HCGIV.5, bCX67J3.3, bPG309N1.1, bQB90C11.3
100874128	LINC00333	NCRNA00333
100528022	BLOC1S1-RDH5	
100287728	SMIM10L2B-AS1	
100129396	FAM106CP	FAM106C
80039	FAM106A	
26479	OR7E62P	OR2-4, OR2-52, OR2-53, OR2-75, OR7E62, OR7E63, OR7E63P, OR7E64, OR7E64P, OR7E82P, PJCG8, PJCG9
100996521	CTXND2	
653238	GTF2H2B	
387316	VN1R10P	FKSG83, VNR6I1P, b24o18.2, hs6V1-1p
100113384	SNORD123	
644694	CDRT15P2	CDRT15L1
503694	DEFB108A	BD-8, DEFB-8, DEFB108, DEFB108B, DEFB108P1, DEFB8, hBD-8
388692	LINC02591	
55073	LRRC37A4P	LRRC37, LRRC37A4
100996645	LINCR-0003	
729689	FAM90A2P	
646074	POM121L10P	
400578	KRT16P2	
389633	FAM90A25P	
246754	MTVR2	
170688	NUDT4P2	
6078	SNORD13P3	RNU13P3, U13, U13.4B
2509	FTH1P5	FTHL5, FTHP1
728323	LINC01881	
128872	HMGB3P1	HMG4L, HMGB3L1, dJ18C9.3
100147773	TMCO1-AS1	
643224	TUBBP5	
144106	ST13P5	FAM10A5
55025	FLJ20712	
26343	OR5E1P	HSTPCR24, OR5E1, TPCR24
100128285	DNM1P35	DNM1DN8-2, DNM1DN8.2, DNM1DN8@, FKSG88
100126693	LINC00322	C21orf136, NCRNA00322
283143	LINC00900	
504191	OR9G9	OR9G1
100533975	SLMO2-ATP5E	
100288842	B3GNT10	
729862	LSP1P3	
376693	RPS10P7	RPS10_2_147
286557	RBMY1A3P	
253868	MIR1-1HG-AS1	C20orf166-AS1, C20orf200, NCRNA00335
154089	LINC01312	
100507321	ERVK13-1	
125208	RPS2P46	RPS2_22_1525
100132832	PMS2P9	PMS2L17, PMS2LP1, PMSR5
644714	LIMD1-AS1	
554236	DPY19L2P1	
442179	OR1F12	OR1F12PQ, OR6-12, hs6M1-35P, OR1F12
283982	LINC00469	C17orf54
29075	LINC00652	HSPC072
101928484	LINC01363	RBSG4
100506939	PRKG1-AS1	
100462953	MINOS1P1	CG012, N4BP2L2-IT, N4BP2L2-IT1, N4BP2L2IT1
653562	SLC6A10PB	
554234	RPL36AP40	RPL36A_15_1127
23629	BRD7P3	BP75
101927477	LINC01507	XLOC_000303
100996432	FAM230F	LINC01663
100507297	TMEM44-AS1	
100506860	LINC00513	
100506746	AFF1-AS1	
100499466	LINC00674	
692235	SNORD103B	U103B
692234	SNORD103A	U103
390213	DOC2GP	
390035	OR52K3P	
389616	OR7E125P	PJCG6
389180	HTR3C2P	5-HT3C2
388762	OR2M1P	JCG10, OR2M1, OST037
286002	SLC26A4-AS1	
1517	CTSLP2	CTSL1P2, CTSL1P5, CTSL1P7, CTSLL2, CTSLL5, CTSLL7, CTSLP5, CTSLP7, bA144G6.6, bA342C24.4
100534589	HOXA10-HOXA9	
100271722	LINC00899	
196549	EEF1DP3	
664701	ZNF826P	ZNF826
644919	LINC02315	
642976	GRIK1-AS1	C21orf9, GRIK1-AS, GRIK1AS, NCRNA00110
348254	CCDC144CP	CCDC144C
151009	LINC01106	
102724928	CCNYL3	
284232	ANKRD20A9P	
388813	LOC388813	
338797	LINC02370	
26222	DGCR10	DGS-B
85371	KIAA1656	
100652883	ALOX15P1	ALOX15P
100113378	SNORD119	
653061	GOLGA8S	
2282	FKBP1AP1	FKBP12, FKBP1P1
100288911	CRIM1-DT	
54075	CHODL-AS1	C21orf39, NCRNA00157
100652736	LINC01311	
728609	SDHAP3	SDHACL, SDHAL
692090	SNORD59B	U59B
692087	SNORD49B	U49B
645367	GGT8P	GGT1P1
221756	SERPINB9P1	SERPINB9P
26806	SNORD44	RNU44, U44
100652865	LINC00539	LINC00422
100036567	SNORD115-47	HBII-52-46, HBII-52-47
100036566	SNORD115-45	HBII-52-45, SNORD115-48
643865	KRT126P	KRT
102467214	LINC02200	
101927990	TRDN-AS1	HRAT13
101927579	DNM1P50	
100128081	JAZF1-AS1	
727736	SH3GL1P3	CNSA-P3, SH3GLP3
442459	XRCC6P5	
440799	P2RX6P	
100128961	GAPDHP62	GAPDHL7, GAPDL7
100124533	SCARNA27	
414927	MGC34796	
728758	PIN4P1	
441908	NBPF18P	
94158	CDRT15P1	CDRT15P
90133	KRT8P12	KRT8L2
100506714	NUP50-DT	NUP50-AS1
401149	LINC01061	
400110	ANKRD20A19P	
6719	SRD5A1P1	SRD5AP1
100288432	IL10RB-DT	IFNAR2-AS1, IL10RB-AS1
100132101	HERC2P7	
767584	SNORD114-8	14q(II-8)
767580	SNORD114-4	14q(II-4)
647033	PA2G4P4	PA2G4L1
497049	FLJ25758	
221438	TREML5P	TLT5, TREML2P, TREML2P1
100128936	RPL10AP6	RPL10A_1_376
388363	RPS7P1	RPS7_4_1531
221060	C10orf111	
100652730	LINC00659	
100289124	FAM27E2	FAM27E1
646730	LOC646730	
553117	RPL39P5	RPL39_7_406
402176	RPL21P44	RPL21_17_477
284942	RPL23AP82	RPL23A_43_1761
220906	WAC-AS1	
100507419	MMP25-AS1	
100288974	BMS1P21	
100130934	ZNF663P	ZNF663
100130557	NFYC-AS1	0808y08y
731424	MIR3945HG	
728638	KRT8P3	
101928841	LOC101928841	
100996324	LINC01882	
100506759	OR7E37P	OR7E48P, OST193, hg533
100133161	LINC01001	
644128	RPL23AP53	RPL23A_20_869
503640	ARGFXP2	
401475	SRRM1P1	SRRM1L, SRRM1P
339240	KRT17P5	
197331	TUBB8P7	
158055	C9orf163	
151300	LINC00608	
84837	ARHGAP5-AS1	C14orf128
56969	RPL23AP32	RPL23A_9_220
102724000	LINC01626	
101927619	LINC01923	
100533195	FAM24B-CUZD1	CUZD1
440456	PLEKHM1P1	PLEKHM1P
391110	OR10R3P	OR1-9
84777	DLGAP1-AS2	
80161	ASMTL-AS1	ASMTL-AS, ASMTLAS, CXYorf2, NCRNA00105
80161	ASMTL-AS1	ASMTL-AS, ASMTLAS, CXYorf2, NCRNA00105
80094	BIN3-IT1	
80052	RPS2P45	RPS2_21_1492
100874167	LINC00423	
100132541	GXYLT1P3	
148046	CIRBP-AS1	C19orf23
140756	RPL7AP14	RPL7AL4, RPL7A_32_1700, dJ823N20.2
101928767	LINC02328	
100506371	LINC02091	
100288527	REXO1L2P	
100287596	DDX11L5	
100101117	TTTY2B	
441208	ZNRF2P1	
284185	LINC00482	C17orf55
257468	MEIS3P2	
255180	GOLGA2P11	
102724552	RERE-AS1	
100996541	FAM157C	
100616668	TPTE2P5	
100506451	RASSF8-AS1	
100132815	IPO5P1	
100130342	SCGB2B3P	C2B, SCGB4A3P
100128076	LOC100128076	
729178	STXBP5-AS1	
441058	LINC01667	
414777	HCG18	
403340	MGC70870	
401232	LINC01011	
339483	MTMR9LP	MTMR9L
286101	ZNF252P	ZNF252
285872	THAP5P1	
284578	MFSD4A-AS1	
283981	LINC00685	CXYorf10, NCRNA00107, PPP2R3B-AS1
283981	LINC00685	CXYorf10, NCRNA00107, PPP2R3B-AS1
266697	POM121L4P	
257358	LINC01366	
